position_ratio,zone_tag,trend_tag,bbi_value,ma13,ma55,ma13_slope,atr20,atr20_pct,vol_tag,golden_trend_t0,gt_n,gt_k,gt_offset,last_close,ma30,ma45,ma90,ma150,ma240,dist_ma30,dist_ma90,dist_ma150,dist_ma240,slope_ma30,slope_ma90,slope_ma240,support_score,ma_zone,macd_hist,macd_hist_slope,macd_hist_accel,rsi_value,rsi_slope,kdj_j,kdj_j_slope,kdj_k,signal_idx,stock_code,t0_date,data_source,pre_bars
1.0,high_trap,bull_aligned,11.0363,11.4992,6.6135,2.3392,0.617,0.0424,medium,8.2708,14.0,1.576,0.98,14.54,8.4223,7.1573,5.5393,4.8094,,0.7264,1.6249,2.0232,,0.210163,0.110606,0.0,6.0,transition,0.4554,-0.1708,-0.2169,95.73,0.3797,100.01,0.2411,99.31,1135,sz002289,2025-05-26,60m,186
0.0736,abyss_bottom,neutral,8.0434,7.4069,9.6656,-0.3269,0.6115,0.075,high,7.1918,18.0,2.0,0.95,8.15,8.638,8.928,11.8814,17.0132,,-0.0565,-0.3141,-0.521,,-0.007317,-0.045769,0.0,0.0,bottom,0.5348,0.2473,-0.2661,47.64,9.1082,26.79,4.8754,23.91,1136,sz002693,2025-05-26,60m,179
0.4752,main_wave,neutral,15.3081,16.4896,14.0771,1.1962,1.7568,0.1171,high,9.3413,24.0,2.0,0.95,15.0,13.9769,13.7768,11.5402,10.1248,,0.0732,0.2998,0.4815,,0.057712,0.048425,0.0,6.0,transition,-0.6866,-0.3305,0.39,50.83,-7.7726,48.42,-15.14,56.83,1137,bj920810,2025-05-26,60m,190
0.7961,high_zone,bull_aligned,11.0787,10.9244,10.3585,0.8473,0.7897,0.0631,high,8.2405,21.0,2.0,0.95,12.5234,10.4855,10.3805,9.983,10.2209,,0.1944,0.2545,0.2253,,0.034464,0.018291,0.0,6.0,transition,0.3927,-0.1446,-0.6453,64.74,-8.9812,68.53,-9.1613,67.3,1138,bj920946,2025-05-27,60m,190
0.5982,main_wave,bull_aligned,12.9715,12.8346,12.0791,1.5092,0.8955,0.0578,medium,9.3568,22.0,2.0,0.95,15.48,11.8943,11.7856,11.4994,12.0924,,0.3015,0.3462,0.2801,,0.06383,0.020128,0.0,6.0,transition,0.8823,0.4591,0.2568,65.44,8.3109,68.9,-28.645,77.23,1139,bj920719,2025-05-27,60m,190
0.4632,main_wave,neutral,9.9403,10.1218,7.9292,1.7158,1.1271,0.1134,high,5.6871,21.0,2.0,0.95,9.9398,8.5333,8.1604,7.1825,6.9497,,0.1648,0.3839,0.4303,,0.100106,0.042519,0.0,6.0,transition,-0.3656,-1.1684,-0.3013,54.34,-23.0851,36.71,-17.1213,48.36,1140,bj920571,2025-05-27,60m,190
0.8589,high_trap,bull_aligned,23.7015,23.8569,19.266,3.8254,1.895,0.0691,high,14.6989,19.0,2.0,0.95,27.42,20.651,19.4467,17.2269,16.1722,,0.3278,0.5917,0.6955,,0.097368,0.049588,0.0,6.0,transition,0.7978,-0.799,-0.5341,72.89,-7.4289,82.43,-4.4469,84.7,1141,bj920895,2025-05-27,60m,190
0.5534,main_wave,bull_aligned,28.9032,32.0463,20.0449,6.4912,3.8509,0.1332,high,13.945,21.0,2.0,0.95,28.9127,22.6821,20.481,17.4893,16.7294,,0.2747,0.6532,0.7283,,0.148869,0.062328,0.0,6.0,transition,-2.537,-2.9629,1.2549,56.29,-26.0155,45.74,-15.5795,56.23,1142,bj920169,2025-05-27,60m,190
0.6826,main_wave,neutral,8.1396,8.1108,8.1582,1.1631,0.379,0.0372,medium,6.5294,20.0,1.638,0.95,10.2,7.3503,7.6547,8.8629,9.6566,,0.3877,0.1509,0.0563,,0.036036,-0.003398,0.0,4.0,transition,0.6543,0.1453,0.0801,79.75,18.491,102.15,-4.7134,99.57,1143,sz002898,2025-05-27,60m,189
1.0,high_trap,bull_aligned,10.0163,9.7185,7.9764,1.94,0.6205,0.0428,medium,6.7112,19.0,1.892,0.95,14.51,8.4277,8.0527,7.845,8.0015,,0.7217,0.8496,0.8134,,0.12289,0.02482,0.0,6.0,transition,1.3786,0.4986,-0.1944,92.09,15.0806,100.32,-7.3401,97.9,1144,sh605136,2025-05-27,60m,190
0.671,main_wave,bull_aligned,14.8211,14.7954,13.7856,0.9923,0.942,0.0552,medium,10.5171,22.0,2.0,0.95,17.07,13.8503,13.452,11.6659,10.4425,,0.2325,0.4632,0.6347,,0.056283,0.042461,0.0,6.0,transition,0.5494,0.0914,-0.4775,69.68,14.5282,92.85,-5.2803,89.16,1145,bj920263,2025-05-27,60m,190
1.0,high_trap,bull_aligned,14.311,13.9201,10.4389,1.7205,1.3781,0.0685,high,8.809,16.0,2.0,0.95,20.1057,12.1207,10.9304,9.5229,8.9905,,0.6588,1.1113,1.2363,,0.12547,0.056688,0.0,6.0,transition,1.5394,0.8384,0.2409,81.39,15.6762,104.29,15.26,97.94,1146,sz002365,2025-05-27,60m,190
0.89,high_trap,bull_aligned,8.7725,8.9431,6.5916,1.47,0.5705,0.0538,medium,5.9045,17.0,2.0,0.95,10.6,7.152,6.6447,6.2302,6.5577,,0.4821,0.7014,0.6164,,0.135539,0.031513,0.0,6.0,transition,0.3279,-0.1871,-0.2244,81.71,-0.053,89.51,-4.5946,93.65,1147,sh603389,2025-05-27,60m,180
0.851,high_trap,bull_aligned,20.7795,21.3623,17.0558,2.9238,1.143,0.0477,medium,15.0984,18.0,1.922,0.95,23.94,17.8137,17.226,16.7693,16.5569,,0.3439,0.4276,0.4459,,0.085074,0.030282,0.0,6.0,transition,0.6843,-0.2552,-0.7495,73.17,-0.8913,84.47,-18.7719,90.94,1148,sz002868,2025-05-27,60m,185
1.0,high_trap,bull_aligned,17.8173,17.6499,16.6371,1.0971,0.6651,0.0291,low,14.4911,20.0,1.647,0.95,22.8498,16.73,16.7056,16.0745,15.7645,,0.3658,0.4215,0.4495,,0.023567,0.017247,0.0,6.0,transition,1.4512,1.3332,1.1291,87.1,30.2657,103.87,-5.9673,99.12,1149,sh603192,2025-05-27,60m,190
0.1114,abyss_bottom,bear_aligned,2.107,1.9377,2.9031,-0.3085,0.107,0.0514,medium,2.05,13.0,1.679,0.95,2.08,2.454,2.7322,3.1557,3.2472,,-0.1524,-0.3409,-0.3594,,-0.076054,-0.028561,0.0,0.0,bottom,0.1363,0.161,0.0502,40.19,24.9002,33.21,21.2719,22.81,1150,sz002717,2025-05-27,60m,189
0.7338,high_zone,bull_aligned,32.8092,31.8738,27.3312,6.0821,3.0989,0.0635,high,21.4281,22.0,2.0,0.95,48.8108,27.6535,27.7465,25.894,23.661,,0.7651,0.885,1.0629,,0.074729,0.035041,0.0,6.0,transition,5.7604,3.8333,2.5593,82.67,27.769,77.87,-28.4902,85.3,1151,sz301316,2025-05-27,60m,180
0.8923,high_trap,bull_aligned,3.6662,3.8654,2.8284,0.3708,0.235,0.0539,medium,2.7582,15.0,1.678,0.95,4.36,3.16,2.9062,2.6566,2.6009,,0.3797,0.6412,0.6763,,0.094815,0.033813,0.0,6.0,transition,0.0263,0.102,0.3353,76.81,5.5481,91.6,27.1735,86.06,1152,sz002259,2025-05-27,60m,189
0.8835,high_trap,bull_aligned,24.1583,24.5469,19.4587,3.8292,1.9435,0.0697,high,15.0371,18.0,2.0,0.95,27.87,20.904,19.6193,17.401,16.2976,,0.3332,0.6016,0.7101,,0.090454,0.051138,0.0,6.0,transition,0.5,-0.7894,0.0445,73.89,-2.359,83.29,-5.5058,84.56,1153,bj920895,2025-05-28,60m,191
0.5902,main_wave,bull_aligned,13.2901,13.1377,12.1209,1.6469,0.9435,0.0613,high,9.3755,22.0,2.0,0.95,15.39,12.0383,11.8098,11.559,12.141,,0.2784,0.3314,0.2676,,0.071185,0.023857,0.0,6.0,transition,0.7164,-0.4817,-1.4778,64.84,1.9041,69.66,-33.5473,75.53,1154,bj920719,2025-05-28,60m,191
0.6406,main_wave,bull_aligned,22.2016,22.51,21.0895,2.4892,2.139,0.0865,high,15.1586,23.0,2.0,0.95,24.74,20.2153,20.0602,20.1716,19.9542,,0.2238,0.2265,0.2398,,0.066097,0.020891,0.0,6.0,transition,0.2972,-1.3333,-2.0855,60.15,-8.3399,55.53,-26.6097,61.09,1155,bj920436,2025-05-28,60m,191
0.7612,high_zone,bull_aligned,8.4238,8.4038,8.1655,1.3015,0.39,0.0364,medium,6.6261,21.0,1.626,0.95,10.71,7.481,7.6802,8.8807,9.6603,,0.4316,0.206,0.1087,,0.051047,0.000526,0.0,5.0,transition,0.6933,0.1334,0.0081,82.17,16.1344,101.29,-3.8675,99.78,1156,sz002898,2025-05-28,60m,190
1.0,high_trap,bull_aligned,12.0108,12.0285,11.5358,0.3885,0.5075,0.0352,medium,10.403,20.0,1.602,0.98,14.4,11.5473,11.4498,11.5949,11.3191,,0.247,0.2419,0.2722,,0.028166,0.008037,0.0,6.0,transition,0.4848,0.4585,0.401,79.19,19.1253,91.39,2.1522,84.41,1157,sh688455,2025-05-28,60m,191
0.0997,abyss_bottom,bear_aligned,3.3485,3.08,5.1778,-0.0631,0.2675,0.0811,high,2.8436,14.0,2.0,0.95,3.3,3.7577,4.5687,6.2836,6.8847,,-0.1218,-0.4748,-0.5207,,-0.057047,-0.030249,0.0,0.0,bottom,0.2529,-0.03,-0.2171,38.65,9.1327,29.43,-5.0422,27.41,1158,sz300472,2025-05-28,60m,190
0.9083,high_trap,bull_aligned,17.4402,17.353,13.4307,2.491,1.3836,0.0645,high,11.0879,17.0,2.0,0.95,21.451,14.8309,13.8079,12.6723,11.9763,,0.4464,0.6928,0.7911,,0.116636,0.041909,0.0,6.0,transition,0.9703,-0.4668,-1.6977,76.92,4.002,85.75,-7.4267,86.23,1159,sz300945,2025-05-28,60m,191
0.9595,high_trap,bull_aligned,15.1094,14.6516,10.678,2.1816,1.4324,0.0669,high,8.9536,17.0,2.0,0.95,21.4092,12.5104,11.2183,9.6744,9.0822,,0.7113,1.213,1.3573,,0.137768,0.064122,0.0,6.0,transition,1.7503,0.8371,0.2527,83.33,12.8102,98.75,-1.9793,96.76,1160,sz002365,2025-05-28,60m,191
1.0,high_trap,bull_aligned,5.2326,5.2631,5.0444,0.2285,0.2485,0.0401,medium,4.2158,21.0,1.952,0.95,6.19,4.964,5.0376,4.9749,4.9367,,0.247,0.2442,0.2539,,0.019651,0.011613,0.0,6.0,transition,0.2012,0.1594,0.1905,76.55,11.7954,105.01,27.1307,92.92,1161,sz002366,2025-05-28,60m,191
0.4277,main_wave,neutral,4.0372,3.9608,4.5189,0.41,0.2125,0.0485,medium,3.439,16.0,1.722,0.95,4.38,4.0637,4.36,4.6603,4.9293,,0.0778,-0.0602,-0.1114,,-0.022844,-0.003611,0.0,1.0,bottom,0.1667,-0.0928,-0.006,57.25,5.6504,66.46,4.9835,60.96,1162,sz000638,2025-05-28,daily,195
1.0,high_trap,bull_aligned,5.91,5.8368,5.4637,0.3865,0.2507,0.0336,medium,4.772,18.0,1.793,0.95,7.471,5.6598,5.5056,5.1988,4.9413,,0.32,0.437,0.5119,,0.042178,0.013127,0.0,6.0,transition,0.4503,0.4075,0.3351,81.35,22.994,107.53,43.2828,96.0,1163,sh603333,2025-05-28,60m,191
0.9972,high_trap,bull_aligned,13.845,14.2674,10.4409,2.6959,1.1926,0.0671,high,8.7808,18.0,1.963,0.95,17.7703,11.277,10.6681,9.9255,9.4621,,0.5758,0.7904,0.8781,,0.125288,0.046635,0.0,6.0,transition,0.4883,-0.4119,-0.0994,76.0,-2.1146,97.73,11.5654,89.9,1164,sh603332,2025-05-28,60m,191
0.3886,main_wave,bull_aligned,31.1718,31.2019,29.9922,2.2206,2.336,0.0692,high,22.8457,23.0,2.0,0.95,33.7455,29.2874,28.9595,30.4612,29.5536,,0.1522,0.1078,0.1418,,0.054894,0.014705,0.0,6.0,transition,0.6373,-0.4253,-1.2183,59.76,0.581,57.71,-0.5852,61.25,1165,bj920075,2025-05-28,60m,191
0.7966,high_zone,bull_aligned,33.6723,33.6554,32.5594,1.2826,2.3907,0.0654,high,24.8547,22.0,2.0,0.95,36.5296,33.6309,33.2284,28.9328,27.3952,,0.0862,0.2626,0.3334,,-0.001623,0.025848,0.0,5.0,transition,0.3849,-0.1916,0.1669,59.34,-3.0715,78.54,32.8145,59.51,1166,bj920576,2025-05-28,60m,191
1.0,high_trap,bull_aligned,16.2921,16.1271,12.586,1.7332,1.085,0.0526,medium,11.8951,14.0,1.885,0.98,20.6172,14.4069,13.1805,11.5484,11.2595,,0.4311,0.7853,0.8311,,0.086555,0.041695,0.0,6.0,transition,1.1184,0.4646,-0.4286,80.43,7.7474,98.78,-4.8221,95.74,1167,sh601579,2025-05-28,60m,191
1.0,high_trap,bull_aligned,38.8086,38.9677,27.4755,8.7792,3.932,0.0712,high,21.3205,19.0,2.0,0.95,55.2,30.352,27.964,26.0703,25.7607,,0.8187,1.1173,1.1428,,0.172541,0.058789,0.0,6.0,transition,3.4921,-0.4988,-2.6872,84.36,-4.1574,97.54,1.0963,92.91,1168,sh688648,2025-05-28,60m,191
0.4142,main_wave,neutral,3.7905,3.73,3.9904,0.4708,0.317,0.0813,high,2.9371,19.0,2.0,0.95,3.9,3.6603,3.8651,4.1897,4.7429,,0.0655,-0.0691,-0.1777,,0.008356,-0.003725,0.0,2.0,bottom,0.0887,-0.2115,-0.2896,53.02,-5.8158,69.62,-24.8433,74.97,1169,sz300205,2025-05-28,60m,190
0.5333,main_wave,bull_aligned,4.4047,4.44,4.3584,0.0969,0.178,0.0381,medium,3.585,21.0,2.0,0.95,4.67,4.3143,4.2918,4.1059,4.2753,,0.0824,0.1374,0.0923,,0.02195,0.01444,0.0,6.0,transition,0.0251,0.0126,0.0431,59.99,-1.1433,89.86,32.5016,79.64,1170,bj920370,2025-05-29,60m,192
0.5268,main_wave,bull_aligned,9.9697,10.6511,8.0642,1.4637,1.1563,0.1094,high,5.8418,21.0,2.0,0.95,10.5734,8.697,8.2581,7.2887,7.0129,,0.2158,0.4506,0.5077,,0.072609,0.036689,0.0,6.0,transition,-0.4917,-0.4837,1.0129,57.61,-3.0942,44.7,0.3702,47.38,1171,bj920571,2025-05-29,60m,192
0.6142,main_wave,bull_aligned,22.4394,22.8838,21.0587,2.2785,2.193,0.0903,high,15.1752,23.0,2.0,0.95,24.28,20.433,20.0429,20.2439,20.0615,,0.1883,0.1994,0.2103,,0.068001,0.020506,0.0,6.0,transition,0.1202,-0.8685,-0.6128,58.49,-8.5594,57.39,0.7275,60.63,1172,bj920436,2025-05-29,60m,192
0.6469,main_wave,bull_aligned,26.7433,27.2246,25.2011,0.24,1.452,0.0507,medium,22.94,17.0,1.736,0.98,28.65,25.8787,25.2824,24.6286,24.6076,,0.1071,0.1633,0.1643,,0.025209,0.011592,0.0,6.0,transition,-0.0385,0.3016,0.5308,64.73,3.0871,52.43,19.0322,45.68,1173,sz300804,2025-05-29,60m,192
0.7449,high_zone,bull_aligned,6.4615,6.418,6.3652,0.2567,0.253,0.0332,medium,5.4691,21.0,1.712,0.95,7.6146,6.3495,6.3403,6.2239,6.2017,,0.1993,0.2234,0.2278,,0.017292,0.006637,0.0,6.0,transition,0.3033,0.2404,0.2482,77.01,17.9493,109.87,58.7484,88.25,1174,sh605388,2025-05-29,60m,192
0.0139,abyss_bottom,bear_aligned,6.2013,5.4562,11.2798,-0.6692,0.3945,0.0743,high,5.7084,12.0,2.0,0.95,5.31,7.7413,9.8431,13.7503,17.8501,,-0.3141,-0.6138,-0.7025,,-0.11726,-0.062222,0.0,0.0,bottom,0.4699,-0.0692,-0.4575,21.79,3.1382,4.09,-8.9354,5.45,1175,sh603398,2025-05-29,60m,191
1.0,high_trap,bull_aligned,5.394,5.3977,5.0771,0.3315,0.2645,0.0388,medium,4.2545,21.0,1.929,0.95,6.81,5.0387,5.0744,4.9988,4.9578,,0.3515,0.3623,0.3736,,0.035272,0.015301,0.0,6.0,transition,0.3587,0.359,0.4446,82.21,19.5552,106.04,42.666,96.46,1176,sz002366,2025-05-29,60m,192
0.7529,high_zone,bull_aligned,36.9448,35.4837,28.2623,8.5451,3.0794,0.0621,high,22.5565,21.0,2.0,0.95,49.6076,29.229,28.7739,26.4082,24.1345,,0.6972,0.8785,1.0555,,0.129912,0.049741,0.0,6.0,transition,4.5013,-1.0796,-5.8571,81.24,8.2057,71.2,-35.5842,78.14,1177,sz301316,2025-05-29,60m,182
1.0,high_trap,neutral,8.4262,8.3616,8.4074,0.3743,0.3106,0.0304,medium,7.2194,20.0,1.563,0.95,10.231,8.1285,8.2929,8.3325,8.2214,,0.2587,0.2279,0.2444,,0.02293,0.007929,0.0,6.0,transition,0.5077,0.4231,0.3883,80.42,27.1722,105.18,25.0817,96.12,1178,sh603577,2025-05-29,60m,192
0.9346,high_trap,bull_aligned,13.3887,13.0069,9.438,2.1992,1.3135,0.0684,high,7.735,17.0,2.0,0.95,19.2,11.2233,9.8644,8.5564,8.344,,0.7107,1.2439,1.3011,,0.167597,0.063147,0.0,6.0,transition,1.6429,0.8362,-0.1358,88.44,20.6218,95.47,0.366,93.65,1179,sz300204,2025-05-29,60m,192
0.9305,high_trap,bull_aligned,40.8411,41.2185,28.0673,9.7323,4.23,0.0747,high,21.7712,19.0,2.0,0.95,56.63,31.5183,28.6598,26.4551,25.9773,,0.7967,1.1406,1.18,,0.188743,0.065635,0.0,6.0,transition,3.5503,-0.5515,-2.2935,85.08,-4.9027,94.78,-0.0538,92.69,1180,sh688648,2025-05-29,60m,192
0.4179,main_wave,bear_aligned,29.4413,30.1546,30.2884,-0.0023,1.5054,0.0519,medium,23.5634,20.0,2.0,0.95,28.9989,29.4015,29.1938,26.7035,24.6792,,-0.0137,0.086,0.175,,0.01969,0.0232,0.0,5.0,transition,-0.5441,-0.0254,0.5981,48.14,-8.9345,37.7,9.4805,42.73,1181,bj920579,2025-05-29,60m,192
0.9789,high_trap,bull_aligned,11.0757,10.8054,8.2413,2.4785,0.7105,0.0471,medium,6.9768,18.0,1.953,0.95,15.08,8.9603,8.3593,8.0059,8.1039,,0.683,0.8836,0.8608,,0.155675,0.041213,0.0,6.0,transition,1.1745,-0.0499,-0.6377,92.67,6.5293,97.53,1.0933,97.1,1182,sh605136,2025-05-29,60m,192
1.0,high_trap,bull_aligned,4.1602,4.2946,3.2709,0.5585,0.358,0.0628,high,2.8001,17.0,2.0,0.95,5.7,3.6227,3.3938,3.0148,2.9007,,0.5734,0.8907,0.965,,0.079245,0.040974,0.0,6.0,transition,0.3323,0.3152,0.399,75.3,13.7371,106.24,23.1342,97.22,1183,sz002471,2025-05-29,60m,192
0.8899,high_trap,bull_aligned,38.4487,37.6144,30.6108,1.854,2.5703,0.0612,high,27.9511,14.0,2.0,0.95,42.0258,36.7275,32.7154,25.9798,22.8446,,0.1443,0.6176,0.8396,,0.080314,0.04574,0.0,6.0,transition,0.6421,-0.6099,-2.494,66.1,-3.0487,68.66,-13.193,70.6,1184,sh688136,2025-05-29,60m,192
0.6395,main_wave,bull_aligned,37.9718,36.9408,28.6275,8.7313,3.2726,0.0729,high,23.3181,20.0,2.0,0.95,44.8868,29.8489,29.1311,26.6175,24.3367,,0.5038,0.6864,0.8444,,0.134851,0.049674,0.0,6.0,transition,2.5147,-3.2457,-7.079,68.82,-11.8098,60.21,-17.6613,70.91,1185,sz301316,2025-05-30,60m,183
0.7337,high_zone,neutral,16.9404,16.8346,15.8464,-0.2585,0.9665,0.056,medium,13.5789,16.0,2.0,0.95,17.25,17.011,16.2478,14.6113,14.4065,,0.014,0.1806,0.1974,,0.025768,0.019775,0.0,6.0,transition,-0.0204,0.2042,0.4156,54.9,-4.2751,39.59,5.5686,40.88,1186,bj920047,2025-05-30,60m,193
0.3502,main_wave,neutral,18.7106,19.1929,19.7483,0.1427,1.0286,0.0543,medium,15.3465,20.0,2.0,0.95,18.9365,18.4161,18.5647,20.0626,19.1769,,0.0283,-0.0561,-0.0125,,0.022377,0.002187,0.0,4.0,bottom,-0.1859,0.0975,0.8766,50.41,-3.8671,65.33,23.1359,65.97,1187,bj920475,2025-05-30,60m,193
0.1123,abyss_bottom,bear_aligned,2.7878,2.5,3.9715,-0.22,0.1805,0.0694,high,2.5917,14.0,2.0,0.95,2.6,3.3327,3.8413,4.0103,3.7365,,-0.2198,-0.3517,-0.3042,,-0.076568,-0.011069,0.0,0.0,bottom,0.1666,0.0262,-0.0922,34.74,4.6851,16.81,1.3506,15.15,1188,sz002630,2025-05-30,60m,192
1.0,high_trap,bull_aligned,14.4371,14.3931,13.596,0.2992,0.5719,0.0337,medium,12.2341,17.0,1.556,0.95,16.9551,14.0009,13.7847,13.1585,13.3622,,0.211,0.2885,0.2689,,0.028396,0.009574,0.0,6.0,transition,0.5783,0.5766,0.5029,75.49,18.1142,109.97,49.6272,88.68,1189,sz002907,2025-05-30,60m,193
0.8818,high_trap,bull_aligned,3.913,3.9185,3.6358,0.3138,0.2735,0.0542,medium,2.8394,22.0,2.0,0.95,5.05,3.5757,3.5109,3.4626,3.4237,,0.4123,0.4585,0.475,,0.06609,0.018033,0.0,6.0,transition,0.2779,0.2121,0.1976,75.15,5.2607,106.03,53.9942,93.67,1190,sz000903,2025-05-30,60m,193
0.8219,high_trap,bull_aligned,51.3164,52.6926,32.4633,3.1438,5.2338,0.0961,high,32.2717,15.0,2.0,0.95,54.4625,43.7231,35.4793,26.0466,21.3692,,0.2456,1.091,1.5486,,0.1666,0.099861,0.0,6.0,transition,-1.1004,-1.9486,-4.65,62.64,-11.0122,73.99,-26.5616,80.06,1191,sz301209,2025-05-30,60m,193
1.0,high_trap,bull_aligned,11.8209,11.6611,10.4386,1.2859,0.6345,0.0402,medium,8.8153,20.0,1.757,0.95,15.7865,10.5497,10.3208,10.3681,10.1265,,0.4964,0.5226,0.5589,,0.079048,0.01867,0.0,6.0,transition,1.0985,0.6524,0.2615,83.35,8.9005,102.57,32.3716,97.57,1192,sh603390,2025-05-30,60m,193
0.7583,high_zone,bull_aligned,4.3541,4.3231,4.1105,0.1546,0.1475,0.0312,medium,3.6536,18.0,1.642,0.95,4.73,4.2433,4.1858,3.9274,3.9275,,0.1147,0.2043,0.2043,,0.02769,0.006435,0.0,6.0,transition,0.0843,0.0286,0.0547,70.8,12.2837,103.37,11.3856,96.02,1193,sh600358,2025-05-30,60m,182
0.5481,main_wave,neutral,41.2629,41.2603,36.4025,-1.4598,2.2582,0.0573,medium,32.7055,16.0,2.0,0.95,39.3947,42.2907,38.356,31.4311,27.908,,-0.0685,0.2534,0.4116,,0.020506,0.036662,0.0,5.0,transition,-1.0014,0.1739,0.9583,47.28,-9.5171,3.27,-9.8498,15.29,1194,bj920394,2025-05-30,60m,193
0.9122,high_trap,bull_aligned,14.0526,13.6369,9.6509,2.5762,1.377,0.0717,high,7.8821,17.0,2.0,0.95,19.2,11.631,10.1211,8.6904,8.4215,,0.6508,1.2093,1.2799,,0.182894,0.069842,0.0,6.0,transition,1.5705,0.3896,-0.794,88.44,10.0332,90.92,-2.8602,91.84,1195,sz300204,2025-05-30,60m,193
0.9621,high_trap,bull_aligned,39.205,38.5119,31.0686,2.3558,2.6974,0.0585,medium,28.2009,14.0,2.0,0.95,46.1151,37.2793,33.1917,26.2603,23.0385,,0.237,0.7561,1.0017,,0.080192,0.047352,0.0,6.0,transition,1.3191,0.2482,-0.2287,72.38,1.6564,90.77,17.5067,81.17,1196,sh688136,2025-05-30,60m,193
0.935,high_trap,bull_aligned,32.5379,32.2746,29.6032,1.8471,1.6916,0.0462,medium,25.1238,17.0,1.913,0.95,36.6286,30.9615,29.752,29.3461,29.3178,,0.183,0.2482,0.2494,,0.054767,0.01089,0.0,6.0,transition,0.8887,-0.1334,-1.0058,71.93,3.5954,92.05,-6.1828,87.29,1197,sh688799,2025-05-30,60m,193
0.9463,high_trap,bull_aligned,9.5893,9.9731,6.88,1.7154,0.5835,0.0492,medium,6.5728,16.0,2.0,0.95,11.85,7.7927,7.0167,6.3982,6.6627,,0.5207,0.8521,0.7785,,0.149304,0.042225,0.0,6.0,transition,0.2823,-0.0457,0.1414,86.17,1.0675,95.51,6.0012,96.01,1198,sh603389,2025-05-30,60m,183
0.4026,main_wave,bull_aligned,39.2752,40.2754,33.4802,3.1123,3.757,0.0943,high,27.2673,19.0,2.0,0.95,39.84,35.569,33.4862,31.8146,30.067,,0.1201,0.2523,0.325,,0.063444,0.023247,0.0,6.0,transition,-1.2554,-2.5031,0.9058,53.68,-15.2819,26.56,-1.5014,36.22,1199,bj920174,2025-05-30,60m,183
0.7105,high_zone,bull_aligned,7.1646,7.1146,6.6153,0.06,0.3585,0.043,medium,5.9004,17.0,1.858,0.95,8.33,7.2163,6.7578,6.26,6.3363,,0.1543,0.3307,0.3147,,0.025144,0.016986,0.0,6.0,transition,0.3002,0.4436,0.4337,67.28,23.2841,67.38,50.511,47.73,1200,sz002537,2025-06-03,60m,195
0.8276,high_trap,bull_aligned,17.5099,17.2692,16.0447,0.3808,1.1405,0.0545,medium,13.5759,16.0,2.0,0.95,20.94,17.2607,16.4933,14.7878,14.493,,0.2132,0.416,0.4448,,0.029402,0.024045,0.0,6.0,transition,0.8147,0.9373,0.9166,73.46,25.0781,78.48,44.4666,63.16,1201,bj920047,2025-06-03,60m,195
0.5542,main_wave,neutral,4.206,4.2508,4.4931,0.4523,0.208,0.0433,medium,3.4922,18.0,1.762,0.95,4.8,4.0393,4.3229,4.6673,4.9353,,0.1883,0.0284,-0.0274,,-0.014156,0.001335,0.0,4.0,transition,0.2047,0.0379,0.1308,65.32,14.9967,90.54,24.081,79.26,1202,sz000638,2025-06-03,daily,194
0.8041,high_trap,bull_aligned,30.4677,30.0015,25.9987,2.6631,2.591,0.0613,high,22.3971,19.0,1.984,0.98,42.25,27.45,26.2718,25.1756,24.9261,,0.5392,0.6782,0.695,,0.072419,0.027434,0.0,6.0,transition,3.7569,3.7954,3.4938,87.59,34.0643,92.52,40.0954,82.26,1203,sz300804,2025-06-03,60m,195
0.1828,abyss_bottom,neutral,2.7853,2.5315,3.9022,-0.0646,0.158,0.0551,medium,2.5248,14.0,2.0,0.95,2.87,3.2317,3.7562,3.9921,3.7309,,-0.1119,-0.2811,-0.2307,,-0.073756,-0.010874,0.0,0.0,bottom,0.2308,0.0836,0.0691,44.6,15.1062,29.96,17.2412,23.23,1204,sz002630,2025-06-03,60m,194
0.9905,high_trap,bull_aligned,4.4993,4.4885,4.1627,0.2731,0.16,0.0307,medium,3.7169,18.0,1.609,0.95,5.22,4.3027,4.2269,3.961,3.9517,,0.2132,0.3178,0.3209,,0.028526,0.013764,0.0,6.0,transition,0.1923,0.1446,0.1525,79.99,18.169,102.83,4.0539,99.0,1205,sh600358,2025-06-03,60m,184
0.6368,main_wave,neutral,26.2463,26.7473,22.6451,1.4795,2.0132,0.0768,high,18.7625,15.0,2.0,0.95,26.2149,25.0854,23.3152,20.0645,18.7589,,0.045,0.3065,0.3975,,0.036456,0.03684,0.0,6.0,transition,-0.2896,-0.3136,-0.3125,54.37,-3.8334,40.71,-8.6915,45.95,1206,bj920429,2025-06-03,60m,195
1.0,high_trap,bull_aligned,15.234,14.8462,14.252,1.5954,0.5535,0.0266,low,12.909,21.0,1.3,0.98,20.8,14.0023,14.0398,14.2557,14.2213,,0.4855,0.4591,0.4626,,0.046851,0.014919,0.0,6.0,transition,1.8037,1.2305,0.8049,91.23,45.4853,110.95,-1.9749,96.89,1207,sh603056,2025-06-03,daily,195
0.5062,main_wave,neutral,13.8715,14.2305,12.9326,-0.1979,1.1802,0.0847,high,10.1435,20.0,2.0,0.95,13.9368,13.2208,12.7352,12.3808,12.1709,,0.0542,0.1257,0.1451,,0.032115,0.018662,0.0,6.0,transition,-0.2255,0.1585,0.2591,52.34,1.4451,41.69,4.2304,41.89,1208,bj920363,2025-06-03,60m,195
